affy_U133Plus2
Genbank Acc	GO
M64497	GO:0000074(regulation of progression through cell cycle) GO:0001764(neuron migration) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0003707(steroid hormone receptor activity) GO:0004872(receptor activity) GO:0004879(ligand-dependent nuclear receptor activity) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0009952(anterior/posterior pattern formation) GO:0009956(radial pattern formation) GO:0030900(forebrain development) GO:0043565(sequence-specific DNA binding) GO:0046872(metal ion binding) GO:0048514(blood vessel morphogenesis) GO:0048637(skeletal muscle development) GO:0050875(cellular physiological process)
BC005127	
BC000576	
U70451	
J00269	
L42612	GO:0002009(morphogenesis of an epithelium) GO:0004672(protein kinase activity) GO:0005198(structural molecule activity) GO:0005200(structural constituent of cytoskeleton) GO:0005524(ATP binding) GO:0005739(mitochondrion) GO:0005882(intermediate filament) GO:0006468(protein amino acid phosphorylation) GO:0007010(cytoskeleton organization and biogenesis) GO:0009613(response to pest, pathogen or parasite) GO:0016021(integral to membrane) GO:0030018(Z disc) GO:0031424(keratinization) GO:0042383(sarcolemma) GO:0045109(intermediate filament organization) EC 2.7.1.37
AW173076	
D63879	
AF000974	
BC003686	
U55936	
BE313890	
AL136872	
BC000524	
AF289489	
BG390445	
BC000263	
M87790	
AF083033	GO:0003723(RNA binding) GO:0003725(double-stranded RNA binding) GO:0005515(protein binding) GO:0005622(intracellular) GO:0006468(protein amino acid phosphorylation) GO:0006950(response to stress)
L42024	GO:0003823(antigen binding) GO:0005515(protein binding) GO:0005737(cytoplasm) GO:0005886(plasma membrane) GO:0006952(defense response) GO:0006955(immune response) GO:0009897(external side of plasma membrane) GO:0009986(cell surface) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0019882(antigen presentation) GO:0019883(antigen presentation, endogenous antigen) GO:0019885(antigen processing, endogenous antigen via MHC class I) GO:0030106(MHC class I receptor activity) GO:0042270(protection from natural killer cell mediated cytotoxicity) GO:0042605(peptide antigen binding) GO:0042606(endogenous peptide antigen binding) GO:0042612(MHC class I protein complex) GO:0048004(antigen presentation, endogenous peptide antigen)
AW299555	GO:0004840(ubiquitin conjugating enzyme activity) GO:0004842(ubiquitin-protein ligase activity) GO:0005783(endoplasmic reticulum) GO:0005829(cytosol) GO:0006464(protein modification) GO:0006511(ubiquitin-dependent protein catabolism) GO:0006512(ubiquitin cycle) GO:0008372(cellular component unknown) GO:0016874(ligase activity) GO:0030433(ER-associated protein catabolism) EC 6 EC 6.3.2.19
BC002775	
AF005422	
AI810484	
AF068266	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0016564(transcriptional repressor activity) GO:0042803(protein homodimerization activity) GO:0045444(fat cell differentiation) GO:0046872(metal ion binding) GO:0051101(regulation of DNA binding)
AV704962	
AB000888	GO:0005886(plasma membrane) GO:0005887(integral to plasma membrane) GO:0006470(protein amino acid dephosphorylation) GO:0006651(diacylglycerol biosynthesis) GO:0006670(sphingosine metabolism) GO:0006672(ceramide metabolism) GO:0007165(signal transduction) GO:0008195(phosphatidate phosphatase activity) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016787(hydrolase activity) EC 3 EC 3.1.3.4
BC001167	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0003707(steroid hormone receptor activity) GO:0004872(receptor activity) GO:0004879(ligand-dependent nuclear receptor activity) GO:0005496(steroid binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0030528(transcription regulator activity) GO:0043565(sequence-specific DNA binding) GO:0045944(positive regulation of transcription from RNA polymerase II promoter) GO:0046872(metal ion binding)
BE899402	GO:0006810(transport) GO:0009505(cell wall (sensu Magnoliophyta)) GO:0016021(integral to membrane)
U94831	GO:0006810(transport) GO:0009505(cell wall (sensu Magnoliophyta)) GO:0016021(integral to membrane)
AA768906	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0030528(transcription regulator activity) GO:0042803(protein homodimerization activity) GO:0045449(regulation of transcription) GO:0046982(protein heterodimerization activity)
AI655986	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0030528(transcription regulator activity) GO:0042803(protein homodimerization activity) GO:0045449(regulation of transcription) GO:0046982(protein heterodimerization activity)
M31523	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0030528(transcription regulator activity) GO:0042803(protein homodimerization activity) GO:0045449(regulation of transcription) GO:0046982(protein heterodimerization activity)
AF234997	
BC001595	
AY029208	
AF011793	GO:0006457(protein folding) GO:0008372(cellular component unknown)
BC004361	GO:0001726(ruffle) GO:0005085(guanyl-nucleotide exchange factor activity) GO:0005515(protein binding) GO:0005547(phosphatidylinositol-3,4,5-triphosphate binding) GO:0005737(cytoplasm) GO:0005886(plasma membrane) GO:0045785(positive regulation of cell adhesion)
AV724216	
AB018580	GO:0004033(aldo-keto reductase activity) GO:0005625(soluble fraction) GO:0005829(cytosol) GO:0006709(progesterone catabolism) GO:0006805(xenobiotic metabolism) GO:0007567(parturition) GO:0016491(oxidoreductase activity) GO:0042448(progesterone metabolism) GO:0047006(20-alpha-hydroxysteroid dehydrogenase activity) EC 1 EC 1.1.1.149
AI184802	
U82756	
AL514271	
BC002976	
AF083208	GO:0005515(protein binding) GO:0005634(nucleus) GO:0005730(nucleolus) GO:0005737(cytoplasm) GO:0007155(cell adhesion) GO:0007346(regulation of progression through mitotic cell cycle) GO:0040016(embryonic cleavage) GO:0042254(ribosome biogenesis and assembly) GO:0042985(negative regulation of amyloid precursor protein biosynthesis)
U68567	GO:0004559(alpha-mannosidase activity) GO:0005764(lysosome) GO:0005975(carbohydrate metabolism) GO:0006013(mannose metabolism) GO:0007611(learning and/or memory) GO:0008270(zinc ion binding) GO:0015923(mannosidase activity) GO:0016787(hydrolase activity) GO:0016798(hydrolase activity, acting on glycosyl bonds) GO:0046872(metal ion binding) EC 3 EC 3.2 EC 3.2.1.24
AI419030	
AW148844	
N63576	
AF016004	
AF219116	GO:0016462(pyrophosphatase activity)
U30872	
AF088867	
BC000978	
AK001135	
AI332962	
BC002873	
AF038391	GO:0003724(RNA helicase activity) GO:0008372(cellular component unknown) GO:0009793(embryonic development (sensu Magnoliophyta))
BC003164	
U49245	GO:0004663(Rab-protein geranylgeranyltransferase activity) GO:0005968(Rab-protein geranylgeranyltransferase complex) GO:0018344(protein geranylgeranylation) EC 2.5.1.60
U49245	GO:0004663(Rab-protein geranylgeranyltransferase activity) GO:0005968(Rab-protein geranylgeranyltransferase complex) GO:0018344(protein geranylgeranylation) EC 2.5.1.60
AI302100	
AL136653	
BF700086	GO:0004872(receptor activity) GO:0007420(brain development) GO:0008283(cell proliferation) GO:0008286(insulin receptor signaling pathway) GO:0019901(protein kinase binding)
AF073310	GO:0004872(receptor activity) GO:0007420(brain development) GO:0008283(cell proliferation) GO:0008286(insulin receptor signaling pathway) GO:0019901(protein kinase binding)
M23114	GO:0000166(nucleotide binding) GO:0000287(magnesium ion binding) GO:0003824(catalytic activity) GO:0005388(calcium-transporting ATPase activity) GO:0005509(calcium ion binding) GO:0005516(calmodulin binding) GO:0005524(ATP binding) GO:0005635(nuclear envelope) GO:0005783(endoplasmic reticulum) GO:0005789(endoplasmic reticulum membrane) GO:0005792(microsome) GO:0006810(transport) GO:0006811(ion transport) GO:0006812(cation transport) GO:0006816(calcium ion transport) GO:0006874(calcium ion homeostasis) GO:0006937(regulation of muscle contraction) GO:0006984(ER-nuclear signaling pathway) GO:0007274(neuromuscular synaptic transmission) GO:0008152(metabolism) GO:0015662(ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism) GO:0015992(proton transport) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016529(sarcoplasmic reticulum) GO:0016787(hydrolase activity) GO:0016820(hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances) GO:0042175(nuclear envelope-endoplasmic reticulum network) GO:0046872(metal ion binding) GO:0051282(regulation of sequestering of calcium ion) EC 3 EC 3.6.3 EC 3.6.3.8
AW516932	GO:0000122(negative regulation of transcription from RNA polymerase II promoter) GO:0003677(DNA binding) GO:0003702(RNA polymerase II transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0016563(transcriptional activator activity) GO:0016564(transcriptional repressor activity) GO:0016565(general transcriptional repressor activity) GO:0017054(negative cofactor 2 complex) GO:0017055(negative regulation of transcriptional preinitiation complex formation) GO:0045944(positive regulation of transcription from RNA polymerase II promoter)
BC002809	
BC004490	
AF051782	GO:0003779(actin binding) GO:0005515(protein binding) GO:0005856(cytoskeleton) GO:0007275(development) GO:0016043(cell organization and biogenesis) GO:0016301(kinase activity) GO:0016740(transferase activity) GO:0017048(Rho GTPase binding) GO:0030036(actin cytoskeleton organization and biogenesis) GO:0030041(actin filament polymerization) GO:0030154(cell differentiation) GO:0048477(oogenesis) EC 2
BC002654	GO:0000166(nucleotide binding) GO:0000226(microtubule cytoskeleton organization and biogenesis) GO:0003924(GTPase activity) GO:0005198(structural molecule activity) GO:0005200(structural constituent of cytoskeleton) GO:0005525(GTP binding) GO:0005737(cytoplasm) GO:0005739(mitochondrion) GO:0005874(microtubule) GO:0005929(cilium) GO:0006886(intracellular protein transport) GO:0006928(cell motility) GO:0007010(cytoskeleton organization and biogenesis) GO:0007017(microtubule-based process) GO:0007018(microtubule-based movement) GO:0007059(chromosome segregation) GO:0007067(mitosis) GO:0007409(axonogenesis) GO:0007411(axon guidance) GO:0007507(heart development) GO:0009409(response to cold) GO:0009416(response to light stimulus) GO:0015630(microtubule cytoskeleton) GO:0015631(tubulin binding) GO:0016203(muscle attachment) GO:0030467(establishment and/or maintenance of cell polarity (sensu Fungi)) GO:0030537(larval behavior) GO:0043005(neuron projection) GO:0043234(protein complex) GO:0045298(tubulin) GO:0046785(microtubule polymerization) GO:0051227(mitotic spindle assembly) GO:0051258(protein polymerization)
BC000166	
M24779	
BC005334	GO:0000004(biological process unknown) GO:0003676(nucleic acid binding) GO:0005509(calcium ion binding) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005643(nuclear pore) GO:0005739(mitochondrion) GO:0005813(centrosome) GO:0005814(centriole) GO:0005825(half bridge of spindle pole body) GO:0007049(cell cycle) GO:0007067(mitosis) GO:0008026(ATP-dependent helicase activity) GO:0008104(protein localization) GO:0030474(spindle pole body duplication) GO:0051301(cell division)
AF250226	
BC000388	
AA626780	
BC004291	
N22468	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0003702(RNA polymerase II transcription factor activity) GO:0003713(transcription coactivator activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006366(transcription from RNA polymerase II promoter) GO:0007399(nervous system development) GO:0007517(muscle development) GO:0043565(sequence-specific DNA binding)
AL536517	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0003702(RNA polymerase II transcription factor activity) GO:0003713(transcription coactivator activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006366(transcription from RNA polymerase II promoter) GO:0007399(nervous system development) GO:0007517(muscle development) GO:0043565(sequence-specific DNA binding)
L01639	GO:0001569(patterning of blood vessels) GO:0001584(rhodopsin-like receptor activity) GO:0001667(ameboidal cell migration) GO:0001764(neuron migration) GO:0004871(signal transducer activity) GO:0004872(receptor activity) GO:0004930(G-protein coupled receptor activity) GO:0004950(chemokine receptor activity) GO:0006935(chemotaxis) GO:0006952(defense response) GO:0007165(signal transduction) GO:0007186(G-protein coupled receptor protein signaling pathway) GO:0007281(germ cell development) GO:0007420(brain development) GO:0008045(motor axon guidance) GO:0008354(germ cell migration) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016493(C-C chemokine receptor activity) GO:0016494(C-X-C chemokine receptor activity) GO:0030334(regulation of cell migration) GO:0030426(growth cone) GO:0042098(T cell proliferation) GO:0045028(purinergic nucleotide receptor activity, G-protein coupled)
AF001690	
BC002327	
AI824831	GO:0001843(neural tube closure) GO:0005515(protein binding) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006366(transcription from RNA polymerase II promoter) GO:0008134(transcription factor binding) GO:0008270(zinc ion binding) GO:0046872(metal ion binding)
BC003600	GO:0001843(neural tube closure) GO:0005515(protein binding) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006366(transcription from RNA polymerase II promoter) GO:0008134(transcription factor binding) GO:0008270(zinc ion binding) GO:0046872(metal ion binding)
AV701283	
BC001364	
AF059752	
AW469573	
Z24725	
AF132818	GO:0001525(angiogenesis) GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0030033(microvillus biogenesis) GO:0045941(positive regulation of transcription) GO:0046872(metal ion binding)
AB030824	GO:0001525(angiogenesis) GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0030033(microvillus biogenesis) GO:0045941(positive regulation of transcription) GO:0046872(metal ion binding)
BC002511	
BC004817	GO:0000166(nucleotide binding) GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0003723(RNA binding) GO:0005516(calmodulin binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0046872(metal ion binding)
L11669	
BC000464	
BC000464	
AF098865	
L03411	
L47125	
AI753638	
BC000296	
BF434335	GO:0003954(NADH dehydrogenase activity) GO:0005739(mitochondrion) GO:0005747(respiratory chain complex I (sensu Eukaryota)) GO:0008137(NADH dehydrogenase (ubiquinone) activity) GO:0016491(oxidoreductase activity) EC 1 EC 1.6.5.3 EC 1.6.99.3
BC003674	GO:0003954(NADH dehydrogenase activity) GO:0005739(mitochondrion) GO:0005747(respiratory chain complex I (sensu Eukaryota)) GO:0008137(NADH dehydrogenase (ubiquinone) activity) GO:0016491(oxidoreductase activity) EC 1 EC 1.6.5.3 EC 1.6.99.3
AI653355	
U72069	
AU158251	
U42349	
BC002799	
AF135266	
AI038068	
BC004191	
U72514	GO:0005730(nucleolus) GO:0006364(rRNA processing) GO:0042274(ribosomal small subunit biogenesis)
BF939474	
AL031600	
AL389886	
AF164142	
BE966922	
M55643	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006915(apoptosis) GO:0007165(signal transduction) GO:0016566(specific transcriptional repressor activity) GO:0045083(negative regulation of interleukin-12 biosynthesis) GO:0045449(regulation of transcription) GO:0045892(negative regulation of transcription, DNA-dependent) GO:0048535(lymph node development)
AF070560	
AB041926	
AL042588	
AF208967	
BE885926	GO:0000166(nucleotide binding) GO:0003774(motor activity) GO:0003777(microtubule motor activity) GO:0005524(ATP binding) GO:0005794(Golgi apparatus) GO:0005871(kinesin complex) GO:0005874(microtubule) GO:0005875(microtubule associated complex) GO:0006890(retrograde vesicle-mediated transport, Golgi to ER) GO:0007017(microtubule-based process) GO:0007018(microtubule-based movement)
AB014606	
AF261091	GO:0004009(ATP-binding cassette (ABC) transporter activity)
BC001661	
AL136713	
AF131820	
BC000961	
BC004949	GO:0000166(nucleotide binding) GO:0000226(microtubule cytoskeleton organization and biogenesis) GO:0003924(GTPase activity) GO:0005198(structural molecule activity) GO:0005200(structural constituent of cytoskeleton) GO:0005525(GTP binding) GO:0005739(mitochondrion) GO:0005874(microtubule) GO:0006886(intracellular protein transport) GO:0006928(cell motility) GO:0007010(cytoskeleton organization and biogenesis) GO:0007017(microtubule-based process) GO:0007018(microtubule-based movement) GO:0007059(chromosome segregation) GO:0007067(mitosis) GO:0007094(mitotic spindle checkpoint) GO:0015630(microtubule cytoskeleton) GO:0015631(tubulin binding) GO:0030467(establishment and/or maintenance of cell polarity (sensu Fungi)) GO:0043234(protein complex) GO:0045298(tubulin) GO:0046785(microtubule polymerization) GO:0046982(protein heterodimerization activity) GO:0048311(mitochondrion distribution) GO:0050875(cellular physiological process) GO:0051258(protein polymerization)
U18937	
AF037261	GO:0005515(protein binding) GO:0005856(cytoskeleton) GO:0007155(cell adhesion)
AI808625	
D87454	
AF277177	
BF795297	
AI373676	
AF020043	
BC000329	
BF000629	GO:0000074(regulation of progression through cell cycle) GO:0001764(neuron migration) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0003707(steroid hormone receptor activity) GO:0004872(receptor activity) GO:0004879(ligand-dependent nuclear receptor activity) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0009952(anterior/posterior pattern formation) GO:0009956(radial pattern formation) GO:0030900(forebrain development) GO:0043565(sequence-specific DNA binding) GO:0046872(metal ion binding) GO:0048514(blood vessel morphogenesis) GO:0048637(skeletal muscle development) GO:0050875(cellular physiological process)
BC002669	
BC000389	
AF054841	
BC001650	
AW134794	
AB040120	
AF165513	
AW450910	
L25541	
AB032251	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
AF045451	
BG387555	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
BC002675	
AF015593	
AF162769	
AL574096	
L27624	
BC000245	
U58856	
M95541	
AF309082	
AF007162	GO:0001747(eye development (sensu Mammalia)) GO:0005212(structural constituent of eye lens) GO:0005625(soluble fraction) GO:0005626(insoluble fraction) GO:0005886(plasma membrane) GO:0007517(muscle development) GO:0009408(response to heat) GO:0030018(Z disc) GO:0043292(contractile fiber)
AI922509	
N38985	
AI754416	
AF104857	
AL136842	
AI700518	
BC001283	
AW157094	
AL022726	
U16153	
BC001281	
AF016266	
AF136972	GO:0000287(magnesium ion binding) GO:0003824(catalytic activity) GO:0004721(phosphoprotein phosphatase activity) GO:0004722(protein serine/threonine phosphatase activity) GO:0006470(protein amino acid dephosphorylation) GO:0008287(protein serine/threonine phosphatase complex) GO:0016787(hydrolase activity) GO:0030145(manganese ion binding) GO:0046872(metal ion binding) EC 3 EC 3.1.3.16
AF114488	GO:0005509(calcium ion binding) GO:0005515(protein binding) GO:0006897(endocytosis) GO:0007264(small GTPase mediated signal transduction) GO:0030027(lamellipodium)
AF114488	GO:0005509(calcium ion binding) GO:0005515(protein binding) GO:0006897(endocytosis) GO:0007264(small GTPase mediated signal transduction) GO:0030027(lamellipodium)
BC000022	
BC002888	
M36532	
U37689	
BC005270	GO:0003954(NADH dehydrogenase activity) GO:0005739(mitochondrion) GO:0005747(respiratory chain complex I (sensu Eukaryota)) GO:0006118(electron transport) GO:0008137(NADH dehydrogenase (ubiquinone) activity) GO:0016491(oxidoreductase activity) GO:0016651(oxidoreductase activity, acting on NADH or NADPH) EC 1 EC 1.6 EC 1.6.5.3 EC 1.6.99.3
AF087853	GO:0000074(regulation of progression through cell cycle) GO:0000186(activation of MAPKK activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006469(negative regulation of protein kinase activity) GO:0006915(apoptosis) GO:0006974(response to DNA damage stimulus) GO:0007049(cell cycle) GO:0007050(cell cycle arrest) GO:0007098(centrosome cycle) GO:0007275(development) GO:0030154(cell differentiation) GO:0042095(interferon-gamma biosynthesis) GO:0045063(T-helper 1 cell differentiation)
AF078077	GO:0000074(regulation of progression through cell cycle) GO:0000186(activation of MAPKK activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006469(negative regulation of protein kinase activity) GO:0006915(apoptosis) GO:0006974(response to DNA damage stimulus) GO:0007049(cell cycle) GO:0007050(cell cycle arrest) GO:0007098(centrosome cycle) GO:0007275(development) GO:0030154(cell differentiation) GO:0042095(interferon-gamma biosynthesis) GO:0045063(T-helper 1 cell differentiation)
AI139569	
AB014540	
BC002461	
D90427	
U25804	GO:0001666(response to hypoxia) GO:0005515(protein binding) GO:0005576(extracellular region) GO:0005622(intracellular) GO:0005737(cytoplasm) GO:0006508(proteolysis) GO:0006917(induction of apoptosis) GO:0008219(cell death) GO:0008233(peptidase activity) GO:0008234(cysteine-type peptidase activity) GO:0016485(protein processing) GO:0016787(hydrolase activity) GO:0030693(caspase activity) GO:0042981(regulation of apoptosis) EC 3
D87461	GO:0005515(protein binding) GO:0005739(mitochondrion) GO:0006915(apoptosis) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0042981(regulation of apoptosis)
U65585	GO:0003823(antigen binding) GO:0005515(protein binding) GO:0005622(intracellular) GO:0005769(early endosome) GO:0005771(multivesicular body) GO:0005794(Golgi apparatus) GO:0005886(plasma membrane) GO:0006952(defense response) GO:0006955(immune response) GO:0009897(external side of plasma membrane) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0019882(antigen presentation) GO:0019884(antigen presentation, exogenous antigen) GO:0019886(antigen processing, exogenous antigen via MHC class II) GO:0042591(antigen presentation, exogenous antigen via MHC class II) GO:0042605(peptide antigen binding) GO:0042613(MHC class II protein complex) GO:0045012(MHC class II receptor activity) GO:0048002(antigen presentation, peptide antigen) GO:0048005(antigen presentation, exogenous peptide antigen)
AB044661	
AK024258	GO:0000166(nucleotide binding) GO:0003746(translation elongation factor activity) GO:0005525(GTP binding) GO:0005737(cytoplasm) GO:0006412(protein biosynthesis) GO:0006414(translational elongation) GO:0008135(translation factor activity, nucleic acid binding) GO:0043037(translation)
AW297143	
BC001465	
AF008442	
BG547855	
AF033861	
AF033861	
AF227968	
AF081567	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006445(regulation of translation) GO:0006950(response to stress) GO:0007165(signal transduction) GO:0008270(zinc ion binding) GO:0008285(negative regulation of cell proliferation) GO:0046872(metal ion binding) GO:0046983(protein dimerization activity)
BF304996	
U94829	
D84454	GO:0000139(Golgi membrane) GO:0005338(nucleotide-sugar transporter activity) GO:0005351(sugar porter activity) GO:0005456(CMP-sialic acid transporter activity) GO:0005459(UDP-galactose transporter activity) GO:0005461(UDP-glucuronic acid transporter activity) GO:0005463(UDP-N-acetylgalactosamine transporter activity) GO:0005464(UDP-xylose transporter activity) GO:0005795(Golgi stack) GO:0005975(carbohydrate metabolism) GO:0006486(protein amino acid glycosylation) GO:0006810(transport) GO:0008643(carbohydrate transport) GO:0015757(galactose transport) GO:0015780(nucleotide-sugar transport) GO:0015782(CMP-sialic acid transport) GO:0015785(UDP-galactose transport) GO:0015789(UDP-N-acetylgalactosamine transport) GO:0016020(membrane) GO:0016021(integral to membrane)
BC000587	
AA243508	
BC000587	
D55674	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0003723(RNA binding) GO:0005634(nucleus) GO:0016071(mRNA metabolism) GO:0030529(ribonucleoprotein complex)
AA723514	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0030528(transcription regulator activity) GO:0045449(regulation of transcription)
BC003525	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0030528(transcription regulator activity) GO:0045449(regulation of transcription)
AB018265	
BC002383	
AI281593	
U56085	
AF063020	
U03494	GO:0005667(transcription factor complex) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0016563(transcriptional activator activity)
U76248	GO:0000151(ubiquitin ligase complex) GO:0004842(ubiquitin-protein ligase activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006508(proteolysis) GO:0006511(ubiquitin-dependent protein catabolism) GO:0007423(sensory organ development) GO:0007465(R7 cell fate commitment) GO:0008270(zinc ion binding) GO:0016567(protein ubiquitination) GO:0016874(ligase activity) GO:0045676(regulation of R7 differentiation) EC 6 EC 6.3.2.19
S73498	
AU153366	
AF080158	GO:0000166(nucleotide binding) GO:0001782(B cell homeostasis) GO:0004672(protein kinase activity) GO:0004674(protein serine/threonine kinase activity) GO:0004702(receptor signaling protein serine/threonine kinase activity) GO:0004713(protein-tyrosine kinase activity) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005737(cytoplasm) GO:0006468(protein amino acid phosphorylation) GO:0007252(I-kappaB phosphorylation) GO:0016301(kinase activity) GO:0016740(transferase activity) GO:0051092(activation of NF-kappaB transcription factor) EC 2 EC 2.7.1.37 EC 2.7.10.2
BC002449	
BC002827	
AL561930	
BC003167	
BF508646	
AF055376	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0007379(segment specification) GO:0007468(regulation of rhodopsin gene activity) GO:0007585(respiratory gaseous exchange) GO:0043565(sequence-specific DNA binding) GO:0045872(positive regulation of rhodopsin gene activity) GO:0045944(positive regulation of transcription from RNA polymerase II promoter) GO:0046548(retinal rod cell development) GO:0046983(protein dimerization activity)
U63139	
AL157493	
BC002690	
AB014600	
BC001205	
BC002794	
AB000889	GO:0005886(plasma membrane) GO:0005887(integral to plasma membrane) GO:0006470(protein amino acid dephosphorylation) GO:0006651(diacylglycerol biosynthesis) GO:0006670(sphingosine metabolism) GO:0006672(ceramide metabolism) GO:0007165(signal transduction) GO:0008195(phosphatidate phosphatase activity) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016787(hydrolase activity) EC 3 EC 3.1.3.4
AB030655	
AF109161	GO:0001568(blood vessel development) GO:0003700(transcription factor activity) GO:0003712(transcription cofactor activity) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0007368(determination of left/right symmetry) GO:0007417(central nervous system development) GO:0007507(heart development) GO:0030325(adrenal gland development) GO:0030528(transcription regulator activity) GO:0045449(regulation of transcription)
AF118094	
L34598	GO:0001501(skeletal development) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0007411(axon guidance) GO:0030182(neuron differentiation) GO:0031069(hair follicle morphogenesis) GO:0031175(neurite development) GO:0048469(cell maturation)
