affy_Mouse430_2
Genbank Acc	GO
AF312019	
AF312394	
AF248056	
BC026899	
AF092734	GO:0001656(metanephros development) GO:0001657(ureteric bud development) GO:0005125(cytokine activity) GO:0005509(calcium ion binding) GO:0005515(protein binding) GO:0005615(extracellular space) GO:0007179(transforming growth factor beta receptor signaling pathway) GO:0008083(growth factor activity) GO:0008285(negative regulation of cell proliferation) GO:0009887(organ morphogenesis) GO:0031016(pancreas development) GO:0040007(growth) GO:0045596(negative regulation of cell differentiation) GO:0048469(cell maturation) GO:0048595(eye morphogenesis (sensu Mammalia))
U01919	
X57939	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0043565(sequence-specific DNA binding) GO:0045449(regulation of transcription) GO:0045941(positive regulation of transcription) GO:0048305(immunoglobulin secretion) GO:0048469(cell maturation)
X03051	GO:0003823(antigen binding) GO:0005515(protein binding) GO:0005886(plasma membrane) GO:0006952(defense response) GO:0006955(immune response) GO:0009897(external side of plasma membrane) GO:0009986(cell surface) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0019882(antigen presentation) GO:0019883(antigen presentation, endogenous antigen) GO:0019885(antigen processing, endogenous antigen via MHC class I) GO:0030106(MHC class I receptor activity) GO:0042605(peptide antigen binding) GO:0042606(endogenous peptide antigen binding) GO:0042612(MHC class I protein complex) GO:0048004(antigen presentation, endogenous peptide antigen)
X98112	
X03819	GO:0004872(receptor activity) GO:0004889(nicotinic acetylcholine-activated cation-selective channel activity) GO:0005216(ion channel activity) GO:0005230(extracellular ligand-gated ion channel activity) GO:0005794(Golgi apparatus) GO:0005886(plasma membrane) GO:0006810(transport) GO:0006811(ion transport) GO:0007268(synaptic transmission) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0030594(neurotransmitter receptor activity) GO:0045211(postsynaptic membrane)
BC020014	GO:0000166(nucleotide binding) GO:0003924(GTPase activity) GO:0005509(calcium ion binding) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005525(GTP binding) GO:0005737(cytoplasm) GO:0005768(endosome) GO:0005769(early endosome) GO:0005886(plasma membrane) GO:0006897(endocytosis) GO:0012505(endomembrane system) GO:0016197(endosome transport) GO:0030139(endocytic vesicle)
AF316550	
L28757	
BC026477	
D90176	
AF487348	
M12233	GO:0000004(biological process unknown) GO:0000132(establishment of mitotic spindle orientation) GO:0000146(microfilament motor activity) GO:0000166(nucleotide binding) GO:0000915(cytokinesis, contractile ring formation) GO:0005198(structural molecule activity) GO:0005200(structural constituent of cytoskeleton) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005625(soluble fraction) GO:0005739(mitochondrion) GO:0005829(cytosol) GO:0005856(cytoskeleton) GO:0005869(dynactin complex) GO:0005884(actin filament) GO:0007010(cytoskeleton organization and biogenesis) GO:0007097(nuclear migration) GO:0009272(cell wall biosynthesis (sensu Fungi)) GO:0015629(actin cytoskeleton) GO:0030016(myofibril) GO:0030036(actin cytoskeleton organization and biogenesis) GO:0030100(regulation of endocytosis) GO:0030467(establishment and/or maintenance of cell polarity (sensu Fungi)) GO:0030479(actin cortical patch) GO:0030480(contractile ring (sensu Fungi)) GO:0043034(costamere) GO:0045214(sarcomere organization)
AJ318863	
BC002247	
U80889	
AJ297973	GO:0000060(protein import into nucleus, translocation) GO:0000074(regulation of progression through cell cycle) GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005657(replication fork) GO:0005737(cytoplasm) GO:0005829(cytosol) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006915(apoptosis) GO:0006917(induction of apoptosis) GO:0006974(response to DNA damage stimulus) GO:0007049(cell cycle) GO:0008156(negative regulation of DNA replication) GO:0008270(zinc ion binding) GO:0009411(response to UV) GO:0010165(response to X-ray) GO:0030330(DNA damage response, signal transduction by p53 class mediator) GO:0031571(G1 DNA damage checkpoint) GO:0042127(regulation of cell proliferation) GO:0042771(DNA damage response, signal transduction by p53 class mediator resulting in induction of apoptosis) GO:0043066(negative regulation of apoptosis) GO:0045786(negative regulation of progression through cell cycle) GO:0045941(positive regulation of transcription) GO:0045944(positive regulation of transcription from RNA polymerase II promoter) GO:0046872(metal ion binding) GO:0048147(negative regulation of fibroblast proliferation)
AF032969	
Y11117	
AF072403	GO:0003676(nucleic acid binding) GO:0003677(DNA binding) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0008270(zinc ion binding) GO:0019221(cytokine and chemokine mediated signaling pathway) GO:0046872(metal ion binding)
AF061179	
AJ416459	
X63005	
S70184	GO:0003823(antigen binding) GO:0005515(protein binding) GO:0005737(cytoplasm) GO:0005886(plasma membrane) GO:0006952(defense response) GO:0006955(immune response) GO:0009897(external side of plasma membrane) GO:0009986(cell surface) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0019882(antigen presentation) GO:0019883(antigen presentation, endogenous antigen) GO:0019885(antigen processing, endogenous antigen via MHC class I) GO:0030106(MHC class I receptor activity) GO:0042270(protection from natural killer cell mediated cytotoxicity) GO:0042605(peptide antigen binding) GO:0042606(endogenous peptide antigen binding) GO:0042612(MHC class I protein complex) GO:0048004(antigen presentation, endogenous peptide antigen)
X14607	
Z95480	
BC003765	
Z95478	
X65506	
U63547	
Z95479	
L29457	
X78543	
M60430	GO:0001788(antibody-dependent cellular cytotoxicity) GO:0001798(positive regulation of type IIa hypersensitivity) GO:0001812(positive regulation of type I hypersensitivity) GO:0003823(antigen binding) GO:0005771(multivesicular body) GO:0006910(phagocytosis, recognition) GO:0006911(phagocytosis, engulfment) GO:0006958(complement activation, classical pathway) GO:0008333(endosome to lysosome transport) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016064(humoral defense mechanism (sensu Vertebrata)) GO:0019733(antibacterial humoral response (sensu Vertebrata)) GO:0030162(regulation of proteolysis) GO:0030333(antigen processing) GO:0042571(immunoglobulin complex, circulating) GO:0042830(defense response to pathogenic bacteria) GO:0045022(early endosome to late endosome transport) GO:0045807(positive regulation of endocytosis) GO:0050766(positive regulation of phagocytosis) GO:0050778(positive regulation of immune response) GO:0050871(positive regulation of B cell activation)
D29670	
AF349142	
AJ297548	GO:0003953(NAD+ nucleosidase activity) GO:0003956(NAD(P)+-protein-arginine ADP-ribosyltransferase activity) GO:0005576(extracellular region) GO:0005615(extracellular space) GO:0006471(protein amino acid ADP-ribosylation) GO:0016020(membrane) GO:0016740(transferase activity) GO:0016757(transferase activity, transferring glycosyl groups) EC 2 EC 2.4 EC 2.4.2.31 EC 3.2.2.5
X75557	
AY029599	GO:0000004(biological process unknown) GO:0004518(nuclease activity) GO:0004527(exonuclease activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005886(plasma membrane) GO:0016787(hydrolase activity) EC 3
M25487	GO:0000786(nucleosome) GO:0003677(DNA binding) GO:0005634(nucleus) GO:0005694(chromosome) GO:0005718(nucleosome) GO:0006333(chromatin assembly or disassembly) GO:0006334(nucleosome assembly) GO:0007001(chromosome organization and biogenesis (sensu Eukaryota))
AF059029	GO:0004674(protein serine/threonine kinase activity) GO:0004685(calcium- and calmodulin-dependent protein kinase activity) GO:0004702(receptor signaling protein serine/threonine kinase activity) GO:0005516(calmodulin binding) GO:0005524(ATP binding) GO:0005954(calcium- and calmodulin-dependent protein kinase complex) GO:0006468(protein amino acid phosphorylation) GO:0006936(muscle contraction) GO:0007268(synaptic transmission) GO:0007528(neuromuscular junction development) GO:0007611(learning and/or memory) GO:0007619(courtship behavior) GO:0019722(calcium-mediated signaling) GO:0051489(regulation of filopodium formation) EC 2.7.1.123
D29919	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0030528(transcription regulator activity) GO:0042803(protein homodimerization activity) GO:0045449(regulation of transcription) GO:0046982(protein heterodimerization activity)
M31648	
M31649	
X72693	
X67685	
X67685	
X69698	
U37029	GO:0000074(regulation of progression through cell cycle) GO:0000082(G1/S transition of mitotic cell cycle) GO:0004872(receptor activity) GO:0005178(integrin binding) GO:0005515(protein binding) GO:0005886(plasma membrane) GO:0007155(cell adhesion) GO:0007160(cell-matrix adhesion) GO:0007229(integrin-mediated signaling pathway) GO:0007275(development) GO:0008284(positive regulation of cell proliferation) GO:0008305(integrin complex) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0019717(synaptosome) GO:0045596(negative regulation of cell differentiation)
AJ437648	
L40934	GO:0005515(protein binding) GO:0005794(Golgi apparatus) GO:0005795(Golgi stack) GO:0016020(membrane) GO:0016021(integral to membrane)
AJ298147	
AJ437645	
AF127141	
AF127141	
AJ300674	
U75219	
AJ437650	
AJ290944	
AF369656	
AF059177	
AJ437649	
BC022685	
AA438081	
AA438081	
AI561892	
AI561892	
U22056	
U22056	
U18597	
AB028868	
AB028868	
BC021394	
AF332089	
BF580235	
BF580235	
BF159226	
AA930779	
AA930779	
AA119055	
Y17678	
Y17678	
M33036	
M33036	
BC017159	
D78642	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0016563(transcriptional activator activity) GO:0045893(positive regulation of transcription, DNA-dependent) GO:0045944(positive regulation of transcription from RNA polymerase II promoter)
BC010480	
X14489	
X14489	
X75636	
X75636	
U06662	
U14648	
U14648	
M11024	
BC027249	
BC027249	
BC021831	
U20265	
U20265	
X16301	
X16301	
AB037192	
AB037192	
AF014454	
AF014454	
AF213384	
L36316	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
L36316	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0008372(cellular component unknown)
M19413	
U96702	
U96702	
AF095460	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0016481(negative regulation of transcription) GO:0030528(transcription regulator activity) GO:0043565(sequence-specific DNA binding) GO:0045449(regulation of transcription) GO:0045944(positive regulation of transcription from RNA polymerase II promoter)
AJ250191	
U25103	
M28739	GO:0000166(nucleotide binding) GO:0000226(microtubule cytoskeleton organization and biogenesis) GO:0003924(GTPase activity) GO:0005198(structural molecule activity) GO:0005200(structural constituent of cytoskeleton) GO:0005525(GTP binding) GO:0005737(cytoplasm) GO:0005739(mitochondrion) GO:0005874(microtubule) GO:0005929(cilium) GO:0006886(intracellular protein transport) GO:0006928(cell motility) GO:0007010(cytoskeleton organization and biogenesis) GO:0007017(microtubule-based process) GO:0007018(microtubule-based movement) GO:0007059(chromosome segregation) GO:0007067(mitosis) GO:0007409(axonogenesis) GO:0007411(axon guidance) GO:0007507(heart development) GO:0009409(response to cold) GO:0009416(response to light stimulus) GO:0015630(microtubule cytoskeleton) GO:0015631(tubulin binding) GO:0016203(muscle attachment) GO:0030467(establishment and/or maintenance of cell polarity (sensu Fungi)) GO:0030537(larval behavior) GO:0043005(neuron projection) GO:0043234(protein complex) GO:0045298(tubulin) GO:0046785(microtubule polymerization) GO:0051227(mitotic spindle assembly) GO:0051258(protein polymerization)
X94422	
J02644	
J02644	
D89901	
AB012278	
AB012278	
AF127140	
AF127140	
AB046930	
M87849	
M87849	
AF065324	
AF065324	
AF065325	
AF047377	GO:0005625(soluble fraction) GO:0005626(insoluble fraction) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0005886(plasma membrane) GO:0006457(protein folding) GO:0006986(response to unfolded protein) GO:0030018(Z disc) GO:0043292(contractile fiber)
AF047377	GO:0005625(soluble fraction) GO:0005626(insoluble fraction) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0005886(plasma membrane) GO:0006457(protein folding) GO:0006986(response to unfolded protein) GO:0030018(Z disc) GO:0043292(contractile fiber)
M18237	
M18237	
M18237	
U29768	
U55641	
U55641	
AF133910	
AF133910	
Z30939	GO:0000070(mitotic sister chromatid segregation) GO:0000786(nucleosome) GO:0000788(nuclear nucleosome) GO:0000939(inner kinetochore of condensed chromosome) GO:0003677(DNA binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006333(chromatin assembly or disassembly) GO:0006334(nucleosome assembly) GO:0009507(chloroplast) GO:0019237(centromeric DNA binding) GO:0030702(chromatin silencing at centromere) GO:0031134(sister chromatid biorientation) GO:0031508(centric heterochromatin formation) GO:0043505(centromere-specific nucleosome) GO:0051382(kinetochore assembly)
Z30939	GO:0000070(mitotic sister chromatid segregation) GO:0000786(nucleosome) GO:0000788(nuclear nucleosome) GO:0000939(inner kinetochore of condensed chromosome) GO:0003677(DNA binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0006333(chromatin assembly or disassembly) GO:0006334(nucleosome assembly) GO:0009507(chloroplast) GO:0019237(centromeric DNA binding) GO:0030702(chromatin silencing at centromere) GO:0031134(sister chromatid biorientation) GO:0031508(centric heterochromatin formation) GO:0043505(centromere-specific nucleosome) GO:0051382(kinetochore assembly)
AF071431	
AF071431	
AJ002522	GO:0000146(microfilament motor activity) GO:0000910(cytokinesis) GO:0001778(plasma membrane repair) GO:0003774(motor activity) GO:0005200(structural constituent of cytoskeleton) GO:0005524(ATP binding) GO:0005794(Golgi apparatus) GO:0005826(contractile ring) GO:0005856(cytoskeleton) GO:0005859(muscle myosin) GO:0005863(striated muscle thick filament) GO:0006941(striated muscle contraction) GO:0007010(cytoskeleton organization and biogenesis) GO:0007067(mitosis) GO:0008092(cytoskeletal protein binding) GO:0008307(structural constituent of muscle) GO:0016459(myosin) GO:0030239(myofibril assembly) GO:0042623(ATPase activity, coupled)
AJ002522	GO:0000146(microfilament motor activity) GO:0000910(cytokinesis) GO:0001778(plasma membrane repair) GO:0003774(motor activity) GO:0005200(structural constituent of cytoskeleton) GO:0005524(ATP binding) GO:0005794(Golgi apparatus) GO:0005826(contractile ring) GO:0005856(cytoskeleton) GO:0005859(muscle myosin) GO:0005863(striated muscle thick filament) GO:0006941(striated muscle contraction) GO:0007010(cytoskeleton organization and biogenesis) GO:0007067(mitosis) GO:0008092(cytoskeletal protein binding) GO:0008307(structural constituent of muscle) GO:0016459(myosin) GO:0030239(myofibril assembly) GO:0042623(ATPase activity, coupled)
K00686	
K00686	
AF004858	
AF004858	
U03065	GO:0005543(phospholipid binding) GO:0005576(extracellular region) GO:0006952(defense response) GO:0009613(response to pest, pathogen or parasite) GO:0042742(defense response to bacteria)
AF502145	
BG794429	
BB703070	
BB703070	
AK002512	
AK007667	
BF139190	GO:0005750(respiratory chain complex III (sensu Eukaryota)) GO:0006122(mitochondrial electron transport, ubiquinol to cytochrome c) GO:0008121(ubiquinol-cytochrome-c reductase activity) GO:0048039(ubiquinone binding) EC 1.10.2.2
AK016368	
AK016368	
AW550625	
AW550625	
AK010477	
BC028835	
BB304715	
AK011566	GO:0003779(actin binding) GO:0005509(calcium ion binding) GO:0005516(calmodulin binding) GO:0005856(cytoskeleton) GO:0016020(membrane) GO:0030018(Z disc) GO:0051016(barbed-end actin filament capping)
AK011566	GO:0003779(actin binding) GO:0005509(calcium ion binding) GO:0005516(calmodulin binding) GO:0005856(cytoskeleton) GO:0016020(membrane) GO:0030018(Z disc) GO:0051016(barbed-end actin filament capping)
AW553222	
BB667753	
BB235320	
BI713896	
AK012169	
AK009156	
AK010274	
AK010274	
BI738010	
BI738010	
BC028795	
AK004139	
BQ176063	
BB650419	
BF147550	
BI414448	
AK012768	
AK012768	
BG073508	
BQ031065	
AK003744	
AK012006	
AK003232	
AK003262	
AI019214	
AI019214	
BB122084	
AV295012	
BI081723	
BC028307	
AK014380	
AW045976	
AW045976	
BM233793	GO:0004222(metalloendopeptidase activity) GO:0005624(membrane fraction) GO:0005783(endoplasmic reticulum) GO:0005795(Golgi stack) GO:0006508(proteolysis) GO:0006998(nuclear membrane organization and biogenesis) GO:0008233(peptidase activity) GO:0008237(metallopeptidase activity) GO:0008270(zinc ion binding) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016787(hydrolase activity) GO:0030327(prenylated protein catabolism) GO:0046872(metal ion binding) EC 3 EC 3.4.24
BE943517	
BE943517	
BF020669	
AI426175	
AW538039	
BG063905	
BG063905	
BG063905	
BI076834	
AV335714	
AA250510	
AA250510	
AV254642	
BB410125	
BB046347	
BB046347	
BB046347	
AF430845	GO:0000166(nucleotide binding) GO:0003676(nucleic acid binding) GO:0003723(RNA binding) GO:0003725(double-stranded RNA binding) GO:0004386(helicase activity) GO:0004518(nuclease activity) GO:0004519(endonuclease activity) GO:0004525(ribonuclease III activity) GO:0005524(ATP binding) GO:0005622(intracellular) GO:0006396(RNA processing) GO:0008026(ATP-dependent helicase activity) GO:0016787(hydrolase activity) GO:0019827(stem cell maintenance) GO:0030326(embryonic limb morphogenesis) GO:0030422(RNA interference, production of siRNA) GO:0035116(embryonic hindlimb morphogenesis) GO:0035196(miRNA-mediated gene silencing, production of miRNAs) EC 3 EC 3.1.26.3
BC028805	
BI730288	
BE951890	
BC028831	
BC028831	
AW047294	
AK009842	
BM231649	
BM231649	
BG141739	
BC028285	GO:0001895(retinal homeostasis) GO:0001917(photoreceptor inner segment) GO:0001918(farnesylated protein binding) GO:0004872(receptor activity) GO:0005488(binding) GO:0005634(nucleus) GO:0005737(cytoplasm) GO:0006457(protein folding) GO:0007603(phototransduction, visible light) GO:0018343(protein farnesylation) GO:0030823(regulation of cGMP metabolism) GO:0043066(negative regulation of apoptosis)
BM249388	
BC028785	
AK003863	
BG068910	
AI256077	
BB478745	
BB478745	
BC028826	GO:0005743(mitochondrial inner membrane) GO:0005783(endoplasmic reticulum) GO:0005792(microsome) GO:0008152(metabolism) GO:0015020(glucuronosyltransferase activity) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016740(transferase activity) GO:0016757(transferase activity, transferring glycosyl groups) GO:0016758(transferase activity, transferring hexosyl groups) EC 2 EC 2.4 EC 2.4.1 EC 2.4.1.17
BC028826	GO:0005743(mitochondrial inner membrane) GO:0005783(endoplasmic reticulum) GO:0005792(microsome) GO:0008152(metabolism) GO:0015020(glucuronosyltransferase activity) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016740(transferase activity) GO:0016757(transferase activity, transferring glycosyl groups) GO:0016758(transferase activity, transferring hexosyl groups) EC 2 EC 2.4 EC 2.4.1 EC 2.4.1.17
BG072723	
BE979765	GO:0001523(retinoid metabolism) GO:0004745(retinol dehydrogenase activity) GO:0005615(extracellular space) GO:0008152(metabolism) GO:0008202(steroid metabolism) GO:0016229(steroid dehydrogenase activity) GO:0016491(oxidoreductase activity) EC 1 EC 1.1.1.105
BG063249	
BG073014	
AW551849	
BM230774	
AF434662	
BC027760	
AV226931	
BB622571	
BB622571	
BB622571	
BB048682	
AK008807	
AB050008	
AB050008	
BB318254	
BB318254	
BB324697	
AY033912	GO:0004351(glutamate decarboxylase activity) GO:0006520(amino acid metabolism) GO:0007268(synaptic transmission) GO:0016020(membrane) GO:0016829(lyase activity) GO:0016831(carboxy-lyase activity) GO:0030424(axon) GO:0042136(neurotransmitter biosynthesis) GO:0045202(synapse) EC 4 EC 4.1.1 EC 4.1.1.15
BF582734	
AI504060	
BG066990	
BC027796	GO:0005554(molecular function unknown) GO:0005819(spindle) GO:0007049(cell cycle) GO:0007143(female meiosis) GO:0007275(development) GO:0007276(gametogenesis)
BB766878	
BM239918	
BM239918	
AF503863	
BM249286	
BM249286	
BF729629	
AI852705	
BM230330	
AK015256	GO:0004180(carboxypeptidase activity) GO:0004182(carboxypeptidase A activity) GO:0006508(proteolysis) GO:0008233(peptidase activity) GO:0008237(metallopeptidase activity) GO:0008270(zinc ion binding) GO:0008372(cellular component unknown) GO:0016787(hydrolase activity) GO:0046872(metal ion binding) EC 3 EC 3.4.17.1
BC028528	
BG064890	
AV015526	
BE955050	
BC027828	
BB223263	
BB126281	
BI082282	
BC028766	
AA958845	
BC027793	
BC027551	
BC027538	
AF417121	
BC028435	
BC028256	GO:0005515(protein binding) GO:0006605(protein targeting) GO:0007242(intracellular signaling cascade) GO:0016323(basolateral plasma membrane)
BC027748	
BC028769	
BC028550	GO:0000786(nucleosome) GO:0000788(nuclear nucleosome) GO:0003677(DNA binding) GO:0005634(nucleus) GO:0005718(nucleosome) GO:0006333(chromatin assembly or disassembly) GO:0006334(nucleosome assembly) GO:0007001(chromosome organization and biogenesis (sensu Eukaryota))
BC027567	
BC028444	
AF487460	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0003705(RNA polymerase II transcription factor activity, enhancer binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter) GO:0043565(sequence-specific DNA binding) GO:0045449(regulation of transcription)
AF251705	
AF503943	
BC028802	
BI155184	
BC027556	
AA879840	
BG083583	
BC028271	
BC028776	
AY096003	
BC028459	
BC028539	GO:0000786(nucleosome) GO:0001740(Barr body) GO:0003677(DNA binding) GO:0005634(nucleus) GO:0005694(chromosome) GO:0005700(polytene chromosome) GO:0006333(chromatin assembly or disassembly) GO:0006334(nucleosome assembly) GO:0007001(chromosome organization and biogenesis (sensu Eukaryota))
AF373288	
BE647763	
BC028780	GO:0000166(nucleotide binding) GO:0000287(magnesium ion binding) GO:0001655(urogenital system development) GO:0001701(embryonic development (sensu Mammalia)) GO:0001755(neural crest cell migration) GO:0004672(protein kinase activity) GO:0004674(protein serine/threonine kinase activity) GO:0004675(transmembrane receptor protein serine/threonine kinase activity) GO:0004702(receptor signaling protein serine/threonine kinase activity) GO:0004713(protein-tyrosine kinase activity) GO:0004872(receptor activity) GO:0005024(transforming growth factor beta receptor activity) GO:0005515(protein binding) GO:0005524(ATP binding) GO:0005615(extracellular space) GO:0005887(integral to plasma membrane) GO:0006468(protein amino acid phosphorylation) GO:0007178(transmembrane receptor protein serine/threonine kinase signaling pathway) GO:0007179(transforming growth factor beta receptor signaling pathway) GO:0007281(germ cell development) GO:0007368(determination of left/right symmetry) GO:0007507(heart development) GO:0008354(germ cell migration) GO:0009790(embryonic development) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016301(kinase activity) GO:0016361(activin receptor activity, type I) GO:0016740(transferase activity) GO:0030145(manganese ion binding) GO:0030199(collagen fibril organization) GO:0046872(metal ion binding) GO:0048663(neuron fate commitment) GO:0050431(transforming growth factor beta binding) EC 2 EC 2.7.1.37 EC 2.7.10.2
BC028643	
BC028507	
AF448787	
BC028660	
AY055122	GO:0000004(biological process unknown) GO:0005554(molecular function unknown) GO:0005578(extracellular matrix (sensu Metazoa)) GO:0005615(extracellular space) GO:0016020(membrane) GO:0016324(apical plasma membrane)
BC028561	
BC027497	
AY080897	GO:0003677(DNA binding) GO:0003700(transcription factor activity) GO:0005634(nucleus) GO:0005667(transcription factor complex) GO:0006350(transcription) GO:0006355(regulation of transcription, DNA-dependent) GO:0006357(regulation of transcription from RNA polymerase II promoter)
BC028777	
BC028536	
AB061276	
BC028319	
BC027739	
BC028506	
BC028506	
BC027582	
BC028494	
BC027637	
AJ437291	
BC027750	
AY101365	
AF503502	GO:0002026(cardiac inotropy) GO:0005386(carrier activity) GO:0005432(calcium:sodium antiporter activity) GO:0005509(calcium ion binding) GO:0005516(calmodulin binding) GO:0005886(plasma membrane) GO:0005887(integral to plasma membrane) GO:0006810(transport) GO:0006811(ion transport) GO:0006814(sodium ion transport) GO:0006816(calcium ion transport) GO:0007154(cell communication) GO:0015297(antiporter activity) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0031402(sodium ion binding)
AB076245	
AF444273	
BC028439	
BC028439	
AI646399	
AI646399	
AK014330	
AK003088	GO:0004180(carboxypeptidase activity) GO:0004182(carboxypeptidase A activity) GO:0006508(proteolysis) GO:0008233(peptidase activity) GO:0008237(metallopeptidase activity) GO:0008270(zinc ion binding) GO:0008372(cellular component unknown) GO:0016787(hydrolase activity) GO:0046872(metal ion binding) EC 3 EC 3.4.17.1
AK004254	
BI248650	
AK003942	
AK009768	
AK014511	
AK003990	
AK011289	
AK004688	
AK004153	
AK002544	
AK002643	
BE981853	
BG968046	
BG968046	
AK011522	
AK002624	
AK011118	
BC021317	
AK007786	
AK006541	
AK018202	
AK011972	GO:0000004(biological process unknown) GO:0003723(RNA binding) GO:0003729(mRNA binding) GO:0005554(molecular function unknown) GO:0005654(nucleoplasm) GO:0005730(nucleolus) GO:0006364(rRNA processing) GO:0007046(ribosome biogenesis) GO:0008372(cellular component unknown)
AK004285	
BM249101	GO:0003924(GTPase activity) GO:0005525(GTP binding)
BM249101	GO:0003924(GTPase activity) GO:0005525(GTP binding)
AK019105	
AK014285	
AK013131	
AK012326	
AK004547	
AK017745	
BB390704	
AK004920	
AK010877	
AK010940	
AK010720	
BF147037	GO:0000398(nuclear mRNA splicing, via spliceosome) GO:0003729(mRNA binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005681(spliceosome complex) GO:0006376(mRNA splice site selection)
BF147037	GO:0000398(nuclear mRNA splicing, via spliceosome) GO:0003729(mRNA binding) GO:0005515(protein binding) GO:0005634(nucleus) GO:0005681(spliceosome complex) GO:0006376(mRNA splice site selection)
AK011864	
AK003061	
AV327574	GO:0004175(endopeptidase activity) GO:0004222(metalloendopeptidase activity) GO:0005578(extracellular matrix (sensu Metazoa)) GO:0005886(plasma membrane) GO:0006508(proteolysis) GO:0007219(Notch signaling pathway) GO:0008233(peptidase activity) GO:0008237(metallopeptidase activity) GO:0008270(zinc ion binding) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0016787(hydrolase activity) GO:0046872(metal ion binding) EC 3 EC 3.4.24
AK011311	
AK011311	
AK004841	
AK004519	
AK004359	
AK004695	
AK004695	
AK003626	GO:0005279(amino acid-polyamine transporter activity) GO:0005290(L-histidine transporter activity) GO:0005887(integral to plasma membrane) GO:0006810(transport) GO:0006811(ion transport) GO:0006814(sodium ion transport) GO:0006865(amino acid transport) GO:0006868(L-glutamine transport) GO:0015171(amino acid transporter activity) GO:0015186(L-glutamine transporter activity) GO:0015293(symporter activity) GO:0015297(antiporter activity) GO:0015817(L-histidine transport) GO:0016020(membrane) GO:0016021(integral to membrane) GO:0031402(sodium ion binding)
AK014338	
BB278364	
AW556396	GO:0005372(water transporter activity) GO:0005507(copper ion binding) GO:0006810(transport) GO:0006833(water transport) GO:0015204(urea transporter activity) GO:0015840(urea transport) GO:0016020(membrane) GO:0016021(integral to membrane)
AK005230	
BG093881	GO:0003774(motor activity) GO:0005515(protein binding) GO:0005794(Golgi apparatus) GO:0005858(axonemal dynein complex) GO:0005868(cytoplasmic dynein complex) GO:0005874(microtubule) GO:0007017(microtubule-based process) GO:0030286(dynein complex)
BG093881	GO:0003774(motor activity) GO:0005515(protein binding) GO:0005794(Golgi apparatus) GO:0005858(axonemal dynein complex) GO:0005868(cytoplasmic dynein complex) GO:0005874(microtubule) GO:0007017(microtubule-based process) GO:0030286(dynein complex)
BB078751	
AK008416	GO:0000166(nucleotide binding) GO:0005515(protein binding) GO:0005525(GTP binding) GO:0006886(intracellular protein transport) GO:0007264(small GTPase mediated signal transduction) GO:0008283(cell proliferation) GO:0015031(protein transport) GO:0016020(membrane)
AK003747	
AK012178	
AK012178	
AK012178	
AK011543	GO:0005673(transcription factor TFIIE complex) GO:0006367(transcription initiation from RNA polymerase II promoter) GO:0016251(general RNA polymerase II transcription factor activity)
BG975608	
BG975608	
BG975608	
BG975608	
BG071597	
BG071597	
